gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
NUP93	2.24173478447776	1.1152201403	-1.12651464417777	477	155	220	49	0.461215932914046	0.316129032258064	0.00206775055058311	0.00148276275438838	0.000213406389266031	5.0521888556124e-06	3.36736817012996e-05
HNRNPC	6.61521249512227	5.31606681708049	-1.29914567804178	477	155	416	120	0.872117400419287	0.774193548387097	0.00477101531653537	0.00446484802021621	7.35657461480509e-05	5.23198847407536e-06	3.47158742497811e-05
C14orf166	4.48117190464991	3.20482287736134	-1.27634902728857	477	155	343	85	0.719077568134172	0.548387096774194	0.000118194263775758	0.000110181295053257	0.00300741005695216	5.2752762228674e-06	3.49509169354047e-05
MAPRE2	3.23965963580015	2.14192262532004	-1.09773701048011	477	155	269	62	0.563941299790356	0.4	0.000544567258939468	0.00042770383441752	0.000789880277115015	5.37181312998652e-06	3.55507632906331e-05
CCT8	5.0733084565415	3.61250717326791	-1.46080128327359	477	155	380	100	0.79664570230608	0.645161290322581	0.00019496124934245	0.000215968865496861	0.00160973678941545	5.51797003502856e-06	3.64095899564468e-05
PSMD1	2.63682469684457	1.61709413273516	-1.01973056410941	477	155	208	43	0.436058700209644	0.27741935483871	0.000644417607524667	0.000457050313900135	0.000811982216908012	5.86614902781607e-06	3.84926781537314e-05
S100A6	5.88594824309805	6.91681280146348	1.03086455836543	477	155	407	139	0.853249475890985	0.896774193548387	0.21564765895616	0.180470670032496	2.11608679132019e-06	6.02553495932948e-06	3.94802467515816e-05
SEPT2	4.41712491753626	3.19869440032772	-1.21843051720854	477	155	338	88	0.708595387840671	0.567741935483871	0.00162381110643854	0.0015522299375746	0.000252334430703211	6.17008039781092e-06	4.03529614243881e-05
MRPL11	2.69504944322444	1.67522960606728	-1.01981983715715	477	155	225	47	0.471698113207547	0.303225806451613	0.000334662078542238	0.000257613761657962	0.00161273900759981	6.52023445882138e-06	4.23934483321173e-05
ATP5G2	8.00763290322941	6.79724612448066	-1.21038677874875	477	155	465	138	0.974842767295597	0.890322580645161	3.3523231585627e-05	6.19079280166775e-05	0.00675519890104823	6.56043678480233e-06	4.26236565375169e-05
SKP1	7.43631253277035	6.35216311593232	-1.08414941683802	477	155	465	135	0.974842767295597	0.870967741935484	8.94352674357962e-07	3.06170355141759e-06	0.139767802697807	6.70319103627936e-06	4.34558438588264e-05
CORO1A	2.92039122960922	1.67408187276216	-1.24630935684705	477	155	219	47	0.459119496855346	0.303225806451613	0.000894773446640943	0.000720867148252379	0.000605463240414759	6.8282075354273e-06	4.41706356769642e-05
PDHA1	2.86802752972665	1.82693940989473	-1.04108811983192	477	155	230	49	0.482180293501048	0.316129032258064	0.000425401501403784	0.00028183160065178	0.00180530929232431	7.88182963652019e-06	5.04709667214636e-05
MRPS21	5.09696224361304	3.84294511525326	-1.25401712835977	477	155	375	97	0.786163522012579	0.625806451612903	0.000103399977428425	0.000117306946689923	0.00447477603214188	8.11530713358908e-06	5.1835321454071e-05
MGST2	3.31949972507808	2.14331958130993	-1.17618014376815	477	155	270	63	0.566037735849057	0.406451612903226	0.000766596207301473	0.000604519321598896	0.000889330997221338	8.29873134950088e-06	5.29118538266598e-05
TAF9	4.69027136278071	3.26709301200038	-1.42317835078032	477	155	354	93	0.742138364779874	0.6	0.00104861826124356	0.00109571937205178	0.000499285901091562	8.43520653561202e-06	5.36857255198851e-05
PSAP	4.1627471806356	2.99069105501948	-1.17205612561613	477	155	316	78	0.662473794549266	0.503225806451613	0.000541301040076078	0.000564139915644651	0.000983351677528674	8.54575432251383e-06	5.43309473665972e-05
ATP6AP2	2.99194807049175	1.83978349023802	-1.15216458025374	477	155	236	52	0.494758909853249	0.335483870967742	0.000762055679457663	0.000579202566013356	0.000961128178818868	8.57369579356864e-06	5.44891013323118e-05
PNISR	5.98659494015735	4.73038166046707	-1.25621327969029	477	155	430	122	0.90146750524109	0.787096774193548	0.000341859984734522	0.000431932823646283	0.00130038145511563	8.64552897044079e-06	5.49259910573823e-05
CHMP1B	4.19098163268834	3.05966086109759	-1.13132077159075	477	155	449	138	0.941299790356394	0.890322580645161	0.049496908082296	0.0461731998153123	1.26742709666446e-05	8.98375501380006e-06	5.68108250178975e-05
CCNH	2.23034877582458	1.00403220702624	-1.22631656879834	477	155	184	38	0.385744234800839	0.245161290322581	0.00201209017278655	0.00137831460705574	0.000459983070538255	9.68197127087476e-06	6.06864320560895e-05
PCNA	3.42540222785129	1.81856199706032	-1.60684023079098	477	155	260	63	0.545073375262054	0.406451612903226	0.00365003758705725	0.003053913301521	0.000223854532617945	1.03883713968021e-05	6.47034652941675e-05
H2AFY	6.8475541739262	5.36626094313184	-1.48129323079436	477	155	437	130	0.916142557651992	0.838709677419355	0.00918830316156999	0.00909527713365939	7.77309093385484e-05	1.07194759683168e-05	6.66489698540748e-05
FDFT1	3.26757266356048	1.95535347471428	-1.3122191888462	477	155	275	66	0.576519916142558	0.425806451612903	0.00148429314332935	0.00116910916800116	0.000644751298377661	1.13807606443617e-05	7.03422813679327e-05
SLC25A5	7.63888269409349	6.14967059573178	-1.48921209836171	477	155	458	138	0.960167714884696	0.890322580645161	0.00221335403530193	0.00229816798949147	0.000412477306554126	1.40949255204096e-05	8.49614771281115e-05
RPL23	10.3060015201385	9.03796477391652	-1.26803674622199	477	155	476	153	0.9979035639413	0.987096774193548	0.303948083418588	0.150494493369976	6.52338434076284e-06	1.45629805895889e-05	8.73975499529141e-05
CYP51A1	4.83923993858298	3.72452622509989	-1.11471371348309	477	155	469	148	0.983228511530398	0.954838709677419	0.0866115112262373	0.0633556539234758	1.71517881836504e-05	1.60091495760942e-05	9.5464153929772e-05
C11orf1	1.76697304631126	0.744256476586177	-1.02271656972508	477	155	152	29	0.318658280922432	0.187096774193548	0.00232385276793025	0.00149310628961549	0.000748377132752249	1.64309055077098e-05	9.76238688724939e-05
RALB	2.241920877718	1.23728515850102	-1.00463571921698	477	155	171	33	0.358490566037736	0.212903225806452	0.001078858852732	0.000741603413216311	0.00165053328731928	1.78873446966147e-05	0.000105608694348564
NDUFB1	4.91648638896302	3.69516003985337	-1.22132634910965	477	155	361	92	0.756813417190776	0.593548387096774	0.000135284604594835	0.000137566297881164	0.00930809056502402	1.86543794981342e-05	0.000109801407271137
ADAM17	3.57246119017679	4.57621317381912	1.00375198364233	477	155	318	116	0.666666666666667	0.748387096774194	0.0709250702414881	0.0588542632551385	2.23091247488794e-05	1.9095041604692e-05	0.000112172326359883
ATP5A1	7.64184976620837	6.31558061967259	-1.32626914653578	477	155	467	144	0.979035639412998	0.929032258064516	0.00578696033148282	0.00720764166893886	0.000182484312347721	1.91261135745546e-05	0.000112275950028079
VBP1	2.92404917507292	1.92085729249173	-1.00319188258118	477	155	228	50	0.477987421383648	0.32258064516129	0.000990539015290408	0.000776703086097824	0.00169394061322932	1.9131629873709e-05	0.000112275950028079
SERPINB6	4.22406000963632	2.80204059878528	-1.42201941085104	477	155	372	106	0.779874213836478	0.683870967741935	0.0208278492979408	0.0178991917765047	8.0784035922202e-05	2.08895243407504e-05	0.000121588796555723
PSMA4	6.57575451858629	5.30661872938122	-1.26913578920507	477	155	438	124	0.918238993710692	0.8	8.57638075534477e-05	0.000172601821133652	0.00879450543866928	2.18556400927454e-05	0.000126714239494013
WDR61	2.81843089374891	1.74725287348535	-1.07117802026356	477	155	230	51	0.482180293501048	0.329032258064516	0.00119371110395474	0.00108941498522993	0.00146965863946158	2.29670656660132e-05	0.00013199565447108
TM9SF2	2.65892452504076	1.61880167114576	-1.04012285389499	477	155	215	47	0.450733752620545	0.303225806451613	0.00166262441511303	0.00137686737681762	0.0011898169088922	2.34624246115183e-05	0.000134451341036218
SUMO3	3.4338847285914	2.36876019003448	-1.06512453855692	477	155	276	66	0.578616352201258	0.425806451612903	0.00126387661207415	0.00113263518305563	0.00148765803558233	2.4084612437005e-05	0.000137573287493638
CACYBP	4.61690347525914	3.50173385874426	-1.11516961651488	477	155	405	112	0.849056603773585	0.72258064516129	0.000612894369678976	0.000720363831889926	0.00253659733587169	2.59704568351006e-05	0.000147351050335381
SPCS3	3.1495236856998	2.08817171923674	-1.06135196646306	477	155	363	102	0.761006289308176	0.658064516129032	0.0155065464926255	0.0156215883427064	0.000143482803169675	3.13988308774185e-05	0.000174529586515632
GNB2L1	9.43680284554568	8.14607673585421	-1.29072610969147	477	155	475	154	0.9958071278826	0.993548387096774	0.999999999999972	0.570728600373127	4.36421556967286e-06	3.46291358486111e-05	0.000190342460991005
CKLF	3.19035700442834	4.39435916788517	1.20400216345683	477	155	267	98	0.559748427672956	0.632258064516129	0.135137848134177	0.134125545455515	1.98029919722105e-05	3.67566770982213e-05	0.000200733238739779
SF3A3	3.17693749680356	2.01739447916221	-1.15954301764135	477	155	305	79	0.639412997903564	0.509677419354839	0.00545112301829318	0.00453204479791119	0.000593134939752156	3.7167668666215e-05	0.000202604255814363
SERINC1	3.1172580739683	2.09801604513547	-1.01924202883283	477	155	283	70	0.593291404612159	0.451612903225806	0.00276322806243873	0.00215541355053918	0.00127330890834454	3.78904176844302e-05	0.000206038563707076
PPHLN1	3.38506378194391	2.20226770463871	-1.1827960773052	477	155	293	74	0.614255765199161	0.47741935483871	0.00366454937525109	0.00359868929455369	0.000788773801362519	3.90931505660987e-05	0.000211737230028789
MRPL55	2.61386343977684	1.51801372941086	-1.09584971036597	477	155	237	55	0.49685534591195	0.354838709677419	0.00280554176147559	0.00219930046396078	0.00135541773503799	4.09086426086616e-05	0.000220333867065005
KIAA0101	4.33629480576818	3.14790558938343	-1.18838921638474	477	155	454	144	0.951781970649895	0.929032258064516	0.375770958751622	0.305344300691322	1.02157753049501e-05	4.26658442212008e-05	0.00022823594549385
CDC123	4.02303976210305	5.25513020258817	1.23209044048512	477	155	315	113	0.660377358490566	0.729032258064516	0.136389166661725	0.115041293177381	2.81072828302493e-05	4.41112072984657e-05	0.000234766712855547
THYN1	4.00849476545985	2.49490227062768	-1.51359249483217	477	155	317	82	0.664570230607966	0.529032258064516	0.00325230820343463	0.00292957607282757	0.0011402599117446	4.5461892039075e-05	0.000240801726128307
SRSF5	7.54057525924612	6.4575882077081	-1.08298705153802	477	155	469	142	0.983228511530398	0.916129032258065	0.000149856505712183	0.000234750797966795	0.0146373038296115	4.66665060421316e-05	0.000246532839883839
UBE2G2	3.68554493463493	2.67233039520606	-1.01321453942888	477	155	423	128	0.886792452830189	0.825806451612903	0.0665031943750046	0.0534120653694763	7.41125689088789e-05	5.3200903151893e-05	0.000277819992487676
FARSA	2.56764010049677	1.43177344926561	-1.13586665123116	477	155	196	43	0.410901467505241	0.27741935483871	0.00395292273741836	0.003077563727664	0.00130561551476537	5.39419784666041e-05	0.000281281466037019
NDUFA9	3.39803550703642	2.37030201126366	-1.02773349577276	477	155	295	72	0.618448637316562	0.464516129032258	0.00103654047443731	0.00100432117304701	0.00401635174256352	5.41356759156043e-05	0.000282121306090819
DNAJC9	2.70008307659097	1.59350283567139	-1.10658024091958	477	155	221	50	0.463312368972746	0.32258064516129	0.0028614254384964	0.00206991443876509	0.00211960785184063	5.85138462882826e-05	0.00030193538033249
FARSB	2.81820279114616	1.67927429529747	-1.13892849584869	477	155	212	47	0.444444444444444	0.303225806451613	0.00259714881877182	0.0019133058173433	0.00249854345151503	6.33459672202703e-05	0.000324796317751806
H3F3A	3.96846587917747	2.87515131242482	-1.09331456675265	477	155	259	62	0.542976939203354	0.4	0.00269275006112606	0.0022478630893932	0.00213343039490398	6.35319339096607e-05	0.000325365501923978
HAT1	2.96272166007479	1.91038215000503	-1.05233951006975	477	155	247	58	0.517819706498952	0.374193548387097	0.00255886580418575	0.00221793587668566	0.0024190242821197	7.04754916310522e-05	0.00035569913095786
DGUOK	3.71338340477239	2.67348687566654	-1.03989652910586	477	155	294	72	0.616352201257862	0.464516129032258	0.00122589570148358	0.00103331250662844	0.00532228358482236	7.21041335724226e-05	0.000362786039734895
COMMD3	4.60434655421454	3.28843928584101	-1.31590726837354	477	155	336	86	0.70440251572327	0.554838709677419	0.000849304016814359	0.0008161509381162	0.00690069752644761	7.37063727840478e-05	0.000370009738099191
TPI1	7.68512227764699	6.14214656190987	-1.54297571573713	477	155	436	145	0.914046121593291	0.935483870967742	0.495499472463669	0.497547928332713	1.19680202184207e-05	7.75972220211798e-05	0.000386811054023694
TMEM258	6.74032045751832	5.54880109704079	-1.19151936047752	477	155	441	125	0.924528301886792	0.806451612903226	5.69978926074387e-05	0.000110459514989536	0.0571740884217352	8.1926913733782e-05	0.000406456270871256
ARL2	3.99610862326378	2.855468634116	-1.14063998914778	477	155	306	75	0.641509433962264	0.483870967741935	0.000698742986613033	0.000646803563113183	0.0103221428215651	8.62385875616478e-05	0.00042523637517222
UBC	6.21338921035879	4.73920624906401	-1.47418296129478	477	155	403	113	0.844863731656184	0.729032258064516	0.0018273936002476	0.00181755912378427	0.00462201160939971	0.000106582251046664	0.000514558961055267
SSR2	3.90945640890995	2.64201586398686	-1.26744054492308	477	155	293	72	0.614255765199161	0.464516129032258	0.00144635135681135	0.00141515759868152	0.00627426308526872	0.000112158770967295	0.000539430279414133
POLR1D	3.06769579227912	1.74971017067952	-1.3179856215996	477	155	238	58	0.49895178197065	0.374193548387097	0.00901330135663068	0.00724807087565964	0.0012559472093396	0.000114762926385692	0.000550317178158095
RPA2	2.64079568140904	1.63785305912181	-1.00294262228723	477	155	235	56	0.492662473794549	0.361290322580645	0.00581507958485774	0.00530306972382047	0.00173536384434931	0.000115917977859912	0.000554808286062948
PIM2	1.74840467207906	2.76894414988382	1.02053947780476	477	155	181	76	0.379454926624738	0.490322580645161	0.0189198909115079	0.0184584791824047	0.000503195723675308	0.000116908719921488	0.000559098575551349
TOMM22	4.11949176090724	3.07630977834463	-1.0431819825626	477	155	352	97	0.737945492662474	0.625806451612903	0.0101035922684995	0.0106170107820331	0.000892699026374413	0.000119103270941461	0.00056821785943516
EBNA1BP2	3.62074185025151	2.273061533797	-1.34768031645451	477	155	271	66	0.568134171907757	0.425806451612903	0.00276256361345352	0.00222668369771984	0.00449450492653325	0.000125219522689362	0.000593257525406743
WBSCR22	2.88721610067274	1.77565713809839	-1.11155896257436	477	155	258	64	0.540880503144654	0.412903225806452	0.00744110729173502	0.00721052548986196	0.00148198384684911	0.000133002764812973	0.00062629328405706
ADNP	3.81161732772572	4.88469215227915	1.07307482455343	477	155	323	115	0.677148846960168	0.741935483870968	0.155890286172141	0.134017137898287	8.68050140350745e-05	0.000143807330043451	0.000672184880055848
NUDCD2	2.9219438873037	1.78694830634618	-1.13499558095752	477	155	227	52	0.475890985324948	0.335483870967742	0.00302460469109103	0.00281861596023166	0.00427734338564029	0.000148603763314509	0.000690025263993188
HCLS1	2.7563391699683	1.74227865441961	-1.01406051554869	477	155	225	53	0.471698113207547	0.341935483870968	0.00624919302987429	0.00516284470937923	0.00249411640911779	0.000157869916894934	0.000728907959149179
SSB	5.22953906263025	4.04692465626457	-1.18261440636568	477	155	384	105	0.805031446540881	0.67741935483871	0.00143115284388605	0.00132907415467541	0.0101834493923966	0.000165260545863291	0.000757913174217199
HSPE1	6.19264422089234	5.09518140161035	-1.097462819282	477	155	416	115	0.872117400419287	0.741935483870968	0.000202039624336336	0.000229259578854067	0.0612337160183256	0.000170899646562461	0.000780152058884005
PPA1	3.81627303001531	2.5435083619328	-1.27276466808251	477	155	288	73	0.60377358490566	0.470967741935484	0.00496914092472336	0.00497452201715857	0.00285937046104486	0.000172972102863073	0.000788191095056953
APEX1	5.6048835558728	3.80734211853378	-1.79754143733902	477	155	386	113	0.809224318658281	0.729032258064516	0.0439642764620332	0.040871814827563	0.00035375115538256	0.000175586783642355	0.000798064603944389
MRPL37	3.23319736381069	2.15457187666877	-1.07862548714191	477	155	250	60	0.524109014675052	0.387096774193548	0.00407999610204286	0.00312021681179257	0.00467599118532447	0.000177053375271738	0.000803702961907664
CCDC53	2.90529335434825	1.80544280782231	-1.09985054652594	477	155	235	56	0.492662473794549	0.361290322580645	0.00581507958485774	0.00530306972382047	0.0029408689496065	0.000188216203806293	0.000849385945382245
METTL5	2.58342499474981	1.53070119177797	-1.05272380297184	477	155	227	54	0.475890985324948	0.348387096774194	0.00731374628374385	0.00686504312239277	0.00231909639586509	0.000191810813062793	0.000863415804761765
SEC22B	5.20389298259069	6.25316452673795	1.04927154414725	477	155	411	140	0.861635220125786	0.903225806451613	0.227261312186404	0.213408011715741	7.7570966648874e-05	0.000198797971475616	0.000891256681198119
TMBIM4	4.42539868881889	3.25315041047367	-1.17224827834521	477	155	419	123	0.878406708595388	0.793548387096774	0.0126278517830722	0.0116529031148784	0.00150919098465511	0.000210129689048772	0.000937331330622576
