gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
CAPZA1	7.98445709961761	9.27182565578127	1.28736855616366	477	155	469	155	0.983228511530398	1	0.226618052848703	0.20975483497453	1.30562386545133e-13	8.8261926397085e-13	1.95142289009276e-11
SLC43A3	1.29399580352825	0.278364515823892	-1.01563128770436	477	155	112	8	0.234800838574423	0.0516129032258065	8.0548664750492e-07	5.77434604792105e-08	5.18368554408375e-07	9.6202221120562e-13	2.11907147786755e-11
IMPDH2	4.77015788054761	2.36476814520006	-2.40538973534755	477	155	342	79	0.716981132075472	0.509677419354839	3.21609475933156e-06	3.5006029516286e-06	8.73988299257207e-09	9.82644017852747e-13	2.16181683927604e-11
PAN3	5.70451938885014	7.26528142768087	1.56076203883074	477	155	421	148	0.882599580712788	0.954838709677419	0.0141346700047634	0.00824195061268227	4.14854817141357e-12	1.09437998664985e-12	2.39577569491227e-11
ATP6V0E1	3.91745499446859	5.47525628902049	1.5578012945519	477	155	298	127	0.624737945492662	0.819354838709677	1.15069372623322e-05	4.97638490509632e-06	6.94767964743504e-09	1.10622861849303e-12	2.41873553780223e-11
CIRBP	4.97039646543608	2.98328872397505	-1.98710774146103	477	155	371	91	0.777777777777778	0.587096774193548	5.4482754368633e-06	6.40333785413072e-06	6.39660377650107e-09	1.30358848476444e-12	2.83283482948322e-11
NCL	5.61016818548363	3.69313249773499	-1.91703568774864	477	155	397	99	0.832285115303983	0.638709677419355	6.28431018781599e-07	1.00067939204596e-06	4.26770845459188e-08	1.35738859772745e-12	2.94614648512859e-11
IGLL1	2.08749223788091	0.79252172525804	-1.29497051262287	477	155	201	30	0.421383647798742	0.193548387096774	5.13670214286185e-07	1.70399330570462e-07	2.65391232616949e-07	1.43478211477417e-12	3.10275996012478e-11
TGOLN2	2.03927999867105	0.999550134242088	-1.03972986442896	477	155	232	38	0.486373165618449	0.245161290322581	2.21147943471728e-07	8.40095457109369e-08	5.79642092662889e-07	1.5413669485796e-12	3.32113198520618e-11
DNM1L	2.16003205509952	0.851310524594117	-1.3087215305054	477	155	256	48	0.536687631027254	0.309677419354839	1.42336266138646e-06	8.25725461777622e-07	6.41198298443656e-08	1.67145987973851e-12	3.59272924089864e-11
CHD2	2.85708861327307	1.61066144614671	-1.24642716712636	477	155	260	45	0.545073375262054	0.290322580645161	5.90689137537841e-08	3.59627756715637e-08	1.65442210389939e-06	1.87136885276616e-12	4.00306290334191e-11
USP1	1.78414933426184	0.627728579933886	-1.15642075432795	477	155	147	16	0.308176100628931	0.103225806451613	7.00069454880502e-07	9.14051314326023e-08	6.55164179914958e-07	1.88317589351821e-12	4.02347772634371e-11
ATXN7L3B	1.90295129966557	0.663304915283189	-1.23964638438238	477	155	169	22	0.354297693920335	0.141935483870968	9.52935394908744e-07	2.16384521317717e-07	3.06527684125941e-07	2.07899106038305e-12	4.4258856394454e-11
ASTN2	4.2922032257744	2.95038450389869	-1.34181872187572	477	155	412	116	0.863731656184486	0.748387096774194	0.00119517815818113	0.00115165938769491	6.05406573298844e-11	2.18190498397772e-12	4.63941901856316e-11
TARDBP	3.28462956152468	1.6866170224201	-1.59801253910458	477	155	250	43	0.524109014675052	0.27741935483871	1.45726743880247e-07	6.43467536441965e-08	1.16149475967305e-06	2.33369079397532e-12	4.95032071046602e-11
RPS15A	8.69351559599136	6.4738514518687	-2.21966414412266	477	155	475	143	0.9958071278826	0.92258064516129	4.03536179290816e-07	1.9162186822231e-06	4.21898328458085e-08	2.51801635639826e-12	5.32860223230184e-11
HDLBP	1.72865548429888	0.667652710151957	-1.06100277414693	477	155	171	22	0.358490566037736	0.141935483870968	6.189290236931e-07	1.34084913944331e-07	6.2396317602363e-07	2.60295312705409e-12	5.49307336127182e-11
GMPS	1.61650693914921	0.483491483318999	-1.13301545583021	477	155	137	14	0.287211740041929	0.0903225806451613	1.0314339563971e-06	1.31692300021657e-07	6.7278174238421e-07	2.75144676758567e-12	5.78813227699443e-11
BCAS2	3.70189151213238	1.80982669868424	-1.89206481344814	477	155	289	58	0.605870020964361	0.374193548387097	7.69252801252676e-07	6.97699629372949e-07	1.28312092789919e-07	2.77918615256865e-12	5.83957601040901e-11
VPS35	3.58920056072701	2.24201852402353	-1.34718203670347	477	155	298	57	0.624737945492662	0.367741935483871	3.60883905692755e-08	2.90907425965579e-08	3.12102032700274e-06	2.8173183855089e-12	5.91270975452257e-11
BLVRA	2.2145124528658	0.881285941755196	-1.3332265111106	477	155	193	28	0.40461215932914	0.180645161290323	6.26363738336899e-07	2.12094047780565e-07	4.71024900422458e-07	3.09041443915e-12	6.46296553768592e-11
SYF2	3.75917135615669	2.18954925012676	-1.56962210602993	477	155	314	64	0.658280922431866	0.412903225806452	1.0437668441456e-07	1.00188195199887e-07	1.02148318898083e-06	3.16339475655777e-12	6.58460248156568e-11
METTL9	1.71156471182997	0.664865080471531	-1.04669963135844	477	155	160	19	0.335429769392034	0.12258064516129	5.53086657703318e-07	1.14819920210633e-07	9.28960210251784e-07	3.29259513202286e-12	6.84551708384074e-11
NSA2	3.11024840514305	1.5271346309716	-1.58311377417145	477	155	251	44	0.526205450733753	0.283870967741935	2.4546229101419e-07	1.65714615188754e-07	6.60932422584768e-07	3.37807302488447e-12	7.01502641242365e-11
CCDC14	1.80412771554435	0.731412584018717	-1.07271513152563	477	155	175	23	0.366876310272537	0.148387096774194	5.8762572276143e-07	1.58685621145172e-07	7.10848565071212e-07	3.47576756675754e-12	7.20107742035921e-11
FAM117A	1.55456650402491	0.511052266335949	-1.04351423768897	477	155	133	13	0.278825995807128	0.0838709677419355	9.91897399645952e-07	9.96065681881764e-08	1.2120021796581e-06	3.71167339972999e-12	7.66303209681769e-11
MAT2A	3.50011118941915	1.64283829118637	-1.85727289823277	477	155	256	47	0.536687631027254	0.303225806451613	6.97748933878637e-07	4.7627773026404e-07	2.59647312119811e-07	3.7991143986859e-12	7.82538326199775e-11
ARMCX6	1.66994201523741	0.562742510115877	-1.10719950512154	477	155	137	14	0.287211740041929	0.0903225806451613	1.0314339563971e-06	1.31692300021657e-07	1.0481159222467e-06	4.22524283885894e-12	8.67296959625364e-11
PTEN	5.58111591446764	7.0562866121677	1.47517069770006	477	155	444	153	0.930817610062893	0.987096774193548	0.0139214501968526	0.00726305514404449	1.91398557920094e-11	4.25440741176048e-12	8.72276195518503e-11
HMGB3	1.6377885987973	0.419832785693416	-1.21795581310389	477	155	150	18	0.314465408805031	0.116129032258065	2.02126300611009e-06	3.86780746280527e-07	3.62287263908088e-07	4.28732019305302e-12	8.78011563959798e-11
RPL35A	9.21113735227996	7.23620189257997	-1.9749354597	477	155	475	147	0.9958071278826	0.948387096774194	0.000184289071846814	0.00032050058639494	4.73042260301648e-10	4.62676236190953e-12	9.43180364051648e-11
PPIG	2.5428700770803	1.28981151446899	-1.2530585626113	477	155	213	32	0.446540880503145	0.206451612903226	1.64982263007259e-07	5.01529850347401e-08	3.14918303888736e-06	4.8134954808242e-12	9.77882236195784e-11
GRHPR	2.36091265679896	1.12428087683287	-1.23663177996609	477	155	225	37	0.471698113207547	0.238709677419355	5.12937925079542e-07	2.05599626195841e-07	7.77336349195145e-07	4.86887471405743e-12	9.88003617774942e-11
DDX3Y	1.96332737220598	0.738268619444027	-1.22505875276195	477	155	173	23	0.362683438155136	0.148387096774194	9.05722880078341e-07	2.55141921177627e-07	6.50568835620652e-07	5.05047561801454e-12	1.02019607483894e-10
ZNF83	1.34278820414906	0.282724293331219	-1.06006391081784	477	155	142	16	0.29769392033543	0.103225806451613	2.02655859092171e-06	3.71963312380293e-07	5.17456736770195e-07	5.82791168885518e-12	1.17456868686043e-10
CDCA7L	1.98394487615641	0.931809353751312	-1.05213552240509	477	155	180	24	0.377358490566038	0.154838709677419	4.44478917749983e-07	1.16824992588827e-07	1.68764983740109e-06	5.96501927297797e-12	1.19948170357982e-10
EBPL	1.56302222617994	0.379188846754222	-1.18383337942572	477	155	138	15	0.289308176100629	0.0967741935483871	1.99767446676383e-06	2.91260753113292e-07	6.86582778139965e-07	6.04734959453299e-12	1.21329217147199e-10
PMF1	3.933489748784	2.09763966808932	-1.83585008069468	477	155	292	57	0.612159329140461	0.367741935483871	1.75724878408318e-07	1.51549862473072e-07	1.3233593863283e-06	6.06431753217169e-12	1.21532478525236e-10
MYL12A	7.81536296911215	8.90853967173781	1.09317670262566	477	155	471	155	0.987421383647799	1	0.354304040715562	0.344454708375086	6.17944564452373e-13	6.42354169035462e-12	1.28441931482276e-10
RPS10P7	4.37678561543538	3.23977336480211	-1.13701225063327	477	155	415	105	0.870020964360587	0.67741935483871	9.58528633526049e-08	2.21668408745762e-07	9.75477488110289e-07	6.52209719449471e-12	1.30266067111616e-10
TCEA1	2.78597888165123	1.44988895279628	-1.33608992885494	477	155	231	38	0.484276729559748	0.245161290322581	2.78821087239132e-07	1.2897574721976e-07	1.71685969930289e-06	6.67370073955547e-12	1.33109624827997e-10
SRSF11	4.56171580455676	2.78256494977363	-1.77915085478313	477	155	360	82	0.754716981132076	0.529032258064516	1.76342509152594e-07	2.18383424965435e-07	1.0148679786333e-06	6.67944337008178e-12	1.33109624827997e-10
LCP1	4.83687557184341	2.91200737293042	-1.92486819891299	477	155	331	75	0.693920335429769	0.483870967741935	3.42303763456353e-06	3.26581376580161e-06	6.95047010785285e-08	6.83553025949448e-12	1.35915420461716e-10
ZYX	1.53957920572113	0.537384933951443	-1.00219427176968	477	155	152	18	0.318658280922432	0.116129032258065	1.32652500734607e-06	2.40875586434133e-07	9.56417213715384e-07	6.93414719862162e-12	1.37722235310277e-10
HSD17B11	2.9504659812837	1.45928915928836	-1.49117682199535	477	155	236	40	0.494758909853249	0.258064516129032	4.00993126909163e-07	2.33138527636678e-07	9.9729960651166e-07	6.99615923424198e-12	1.38798801950765e-10
CHD1L	2.31940503317312	1.09770185358438	-1.22170317958874	477	155	198	29	0.415094339622642	0.187096774193548	4.56460454222477e-07	1.49955268510319e-07	1.55436232387161e-06	7.01291013631339e-12	1.38976020716953e-10
SF3B1	4.9376964912227	2.84783931857229	-2.0898571726504	477	155	351	83	0.735849056603774	0.535483870967742	4.81686822716175e-06	6.12155382459748e-06	4.00750399061713e-08	7.36852770736179e-12	1.45860744461095e-10
FKBP5	2.33720630810581	4.1455060670993	1.80829975899348	477	155	378	139	0.792452830188679	0.896774193548387	0.00503548423473665	0.00272587399470605	9.09496669531769e-11	7.44388673493949e-12	1.47125159333801e-10
DNAJC2	1.85129195006459	0.724134867907552	-1.12715708215704	477	155	177	24	0.371069182389937	0.154838709677419	8.54068475332772e-07	1.97409213919677e-07	1.25673964119936e-06	7.44895608688236e-12	1.47125159333801e-10
RPS23	8.19341166824465	7.00968913182849	-1.18372253641616	477	155	476	146	0.9979035639413	0.941935483870968	7.44593476199844e-06	2.11709834668501e-05	1.2238879491555e-08	7.7684869712917e-12	1.53265953830945e-10
SLC38A5	1.23262625967608	0.153951678398819	-1.07867458127726	477	155	101	7	0.211740041928721	0.0451612903225806	3.10466736517808e-06	2.58155740753529e-07	1.07307973258271e-06	8.28701546649218e-12	1.62593804561109e-10
PSMA6	6.59924282438985	7.8692625092539	1.27001968486405	477	155	440	153	0.922431865828092	0.987096774193548	0.00663690522214594	0.00183644874135998	1.55180533494148e-10	8.51704577238659e-12	1.66738993006546e-10
FADS1	1.79582194394554	0.336690857612956	-1.45913108633258	477	155	199	34	0.417190775681342	0.219354838709677	1.42811284784726e-05	6.20183244491031e-06	4.83977677228729e-08	8.95496312319242e-12	1.74352053097337e-10
HMGA1	2.76889647508723	1.36910723474557	-1.39978924034167	477	155	243	44	0.509433962264151	0.283870967741935	1.53053275383707e-06	7.70701403204587e-07	4.01365663030341e-07	9.21947377757393e-12	1.79305651936711e-10
HSP90AA1	7.71276145730982	6.53140161871	-1.18135983859982	477	155	473	140	0.991614255765199	0.903225806451613	9.94154990408495e-08	6.10525776212205e-07	5.44176597961348e-07	9.87828794198411e-12	1.90039444217218e-10
HDGF	1.90338850988322	0.826511034772416	-1.0768774751108	477	155	173	23	0.362683438155136	0.148387096774194	9.05722880078341e-07	2.55141921177627e-07	1.367018941188e-06	1.03534124940819e-11	1.98964605940324e-10
PDCD4	5.92464337173851	4.46136523425073	-1.46327813748779	477	155	429	110	0.89937106918239	0.709677419354839	1.5037611124193e-08	7.26750689916479e-08	5.17753832503393e-06	1.11410063698934e-11	2.13638111360545e-10
RPAIN	3.40928001356702	2.25489408903041	-1.15438592453661	477	155	352	78	0.737945492662474	0.503225806451613	9.04508957577797e-08	1.13429281359286e-07	3.44106050278666e-06	1.15423835304231e-11	2.20620870577205e-10
DDX50	1.92877342737381	0.839173430771336	-1.08959999660248	477	155	166	21	0.348008385744235	0.135483870967742	8.02364576083618e-07	1.76644510353513e-07	2.26849751965856e-06	1.18394106058799e-11	2.2605516963493e-10
TARBP1	2.60754516351508	1.54344637615815	-1.06409878735693	477	155	236	38	0.494758909853249	0.245161290322581	8.58683392102835e-08	3.06406135435888e-08	1.35550778743554e-05	1.2256433235342e-11	2.3351592410658e-10
SPTLC2	1.99812375049809	0.910706865655667	-1.08741688484242	477	155	215	35	0.450733752620545	0.225806451612903	1.05648760846163e-06	4.46781802144394e-07	9.92055687173587e-07	1.30508379290278e-11	2.48385112447963e-10
ELP5	2.25148251660449	0.881933037498933	-1.36954947910556	477	155	169	22	0.354297693920335	0.141935483870968	9.52935394908744e-07	2.16384521317717e-07	2.25316748760896e-06	1.43093080573478e-11	2.71754551311339e-10
TMED3	2.18974603598181	0.924303070538615	-1.2654429654432	477	155	207	33	0.433962264150943	0.212903225806452	1.35643114862638e-06	5.90726109277061e-07	8.5314537693708e-07	1.47746640137434e-11	2.80292878877591e-10
DNAJC10	1.8883687429746	0.796473033475998	-1.0918957094986	477	155	179	25	0.375262054507338	0.161290322580645	1.22778170847219e-06	3.57145689382411e-07	1.46028788381855e-06	1.52716026649436e-11	2.89103310939337e-10
HNRNPU	4.43873351990112	3.06322686211063	-1.37550665779049	477	155	382	93	0.80083857442348	0.6	8.64088600492517e-07	1.19106958147219e-06	4.56565643299354e-07	1.59008589055626e-11	3.00056972298599e-10
RSL24D1	6.15357906915081	4.41872167147851	-1.73485739767229	477	155	429	109	0.89937106918239	0.703225806451613	5.46749551082839e-09	2.02742300648083e-08	2.74032823754771e-05	1.62333735201612e-11	3.05682677642358e-10
MCL1	2.67856194171944	1.31726505514282	-1.36129688657662	477	155	221	36	0.463312368972746	0.232258064516129	5.92890818558397e-07	2.95005760688863e-07	1.93051934437161e-06	1.6626396985601e-11	3.12421599171293e-10
C19orf10	2.85354806368211	4.08178246258703	1.22823439890492	477	155	258	119	0.540880503144654	0.767741935483871	9.23345059853944e-07	4.73813202217203e-07	1.25155602430622e-06	1.7288180195866e-11	3.24513929421029e-10
TOR1AIP2	4.6997908957738	5.92533597448857	1.22554507871476	477	155	472	155	0.989517819706499	1	0.448494648964287	0.341387269895937	1.77464071489448e-12	1.76494210297091e-11	3.30596531321505e-10
MCM5	2.16483668819432	0.877208444884808	-1.28762824330951	477	155	172	24	0.360587002096436	0.154838709677419	2.46257918996469e-06	7.64102773462225e-07	8.26857360122869e-07	1.83793029959981e-11	3.43183287874854e-10
SHMT2	1.6757130303963	0.519614881649652	-1.15609814874664	477	155	129	13	0.270440251572327	0.0838709677419355	2.31165638703126e-06	4.0992704754475e-07	1.56319772523134e-06	1.863185517114e-11	3.47087225294159e-10
RNPS1	3.29490423695255	1.67374321642741	-1.62116102052514	477	155	260	49	0.545073375262054	0.316129032258064	1.16641406968131e-06	7.97349866509688e-07	8.26774998757608e-07	1.91490879732263e-11	3.55688806491192e-10
RNPC3	2.42466886596839	1.3613787046083	-1.06329016136009	477	155	234	39	0.490566037735849	0.251612903225806	2.98740259830828e-07	1.37961301061436e-07	5.02528624817788e-06	2.01036983366972e-11	3.7303062800953e-10
DHX9	2.30695365814895	1.11593524385074	-1.19101841429821	477	155	205	32	0.429769392033543	0.206451612903226	9.89327676873431e-07	3.47930597435662e-07	2.04297981829666e-06	2.05939963350827e-11	3.81133369275659e-10
SNHG15	3.17477931684456	1.51284939509235	-1.66192992175221	477	155	241	43	0.505241090146751	0.27741935483871	1.16930434643084e-06	6.97333831759697e-07	1.02024805470001e-06	2.06118507133814e-11	3.81133369275659e-10
RIMKLB	3.29791767485614	5.15904652170958	1.86112884685344	477	155	304	123	0.637316561844864	0.793548387096774	0.00044662971774749	0.000251070894916426	2.85705516370667e-09	2.07760165951636e-11	3.83504123567631e-10
ZFP36L2	4.20315299797087	2.61761865195936	-1.5855343460115	477	155	351	81	0.735849056603774	0.52258064516129	1.17219583829985e-06	1.4821845312349e-06	4.99615087317068e-07	2.14243469089337e-11	3.94243468585098e-10
RPL22	6.22945329978195	4.71457423841329	-1.51487906136866	477	155	442	122	0.926624737945493	0.787096774193548	2.34619057929926e-06	4.8055143997483e-06	1.58091076467413e-07	2.196002595629e-11	4.03682959047582e-10
MRPL41	1.6092266953273	2.63830138759716	1.02907469226986	477	155	169	90	0.354297693920335	0.580645161290323	1.03953590139621e-06	8.81611998037133e-07	8.78575863373266e-07	2.23743972138014e-11	4.10875294289807e-10
NPC2	3.30681811417872	1.82753035420218	-1.47928775997654	477	155	270	50	0.566037735849057	0.32258064516129	2.28619399722783e-07	1.76818441028985e-07	4.67170433390809e-06	2.38083316506255e-11	4.34960846270831e-10
USP15	2.60850643026824	1.40579231992907	-1.20271411033916	477	155	258	48	0.540880503144654	0.309677419354839	9.04342895293157e-07	5.13046869472352e-07	1.645254822144e-06	2.43103074650709e-11	4.42313229784135e-10
RASSF1	2.60523260190628	1.23300137590454	-1.37223122600174	477	155	216	35	0.452830188679245	0.225806451612903	8.48747788493481e-07	4.39168051413007e-07	2.03152206861838e-06	2.56457994684048e-11	4.65658561134181e-10
HLA-DPB1	4.15401523882152	5.37012044479017	1.21610520596865	477	155	364	139	0.763102725366876	0.896774193548387	0.000515816707032471	0.000220432938244748	4.22670100602218e-09	2.67415491176296e-11	4.8456450266563e-10
PABPC4	1.64339546823855	0.555076676311939	-1.08831879192661	477	155	164	22	0.343815513626834	0.141935483870968	2.73392955079169e-06	8.58323664890001e-07	1.08733574538753e-06	2.67853686403222e-11	4.84864269806891e-10
CCT2	5.37056869324351	3.5864057848319	-1.78416290841161	477	155	379	89	0.794549266247379	0.574193548387097	9.73568320661454e-08	1.65472936023443e-07	5.95011486638359e-06	2.82049135595061e-11	5.08489394963267e-10
STAG3L2	2.45870266285175	1.26025207216462	-1.19845059068713	477	155	263	51	0.551362683438155	0.329032258064516	2.39243525054971e-06	1.40935441250052e-06	7.58240341781722e-07	3.05250178297464e-11	5.46996601539637e-10
PCBP2	3.24756779806729	1.69500618100581	-1.55256161706147	477	155	224	36	0.469601677148847	0.232258064516129	3.00963004738724e-07	1.16002832680807e-07	9.40548492266447e-06	3.1143156051745e-11	5.56382655252079e-10
YBX1	5.88243748492404	4.20319699804088	-1.67924048688316	477	155	427	112	0.895178197064989	0.72258064516129	2.75962295400497e-07	7.48279282629429e-07	1.49001190659143e-06	3.18007032789316e-11	5.67559539644867e-10
FABP5	3.78527657332854	1.93484079946273	-1.85043577386581	477	155	288	60	0.60377358490566	0.387096774193548	3.86641896085294e-06	3.00474437863427e-06	3.76170723599391e-07	3.22231143569002e-11	5.74521645745494e-10
GGCT	3.07919595132136	1.1984849685676	-1.88071098275376	477	155	235	43	0.492662473794549	0.27741935483871	4.28533090416105e-06	2.75700427619351e-06	4.13607426909207e-07	3.24987215345401e-11	5.78854983965916e-10
ABCE1	2.42187855877793	1.31387992655576	-1.10799863222217	477	155	212	33	0.444444444444444	0.212903225806452	4.52953192066764e-07	1.50406123312908e-07	8.1052196060283e-06	3.46618632657747e-11	6.16149281412411e-10
CAPRIN1	2.81741751197665	1.49653998973652	-1.32087752224013	477	155	229	38	0.480083857442348	0.245161290322581	4.40712682387599e-07	2.10354952112754e-07	6.14578572110728e-06	3.66820827264678e-11	6.49462851141127e-10
ERGIC3	3.6250033795976	1.72384612007767	-1.90115725951993	477	155	272	54	0.570230607966457	0.348387096774194	2.49155471588707e-06	2.03557398180166e-06	6.50769142799743e-07	3.75547184639807e-11	6.63591128643857e-10
CFDP1	2.15553888645398	0.974488473143804	-1.18105041331017	477	155	188	28	0.394129979035639	0.180645161290323	1.83466521515832e-06	5.63750317360196e-07	2.65548440688004e-06	4.22574759907864e-11	7.4299593789537e-10
EIF4A3	2.13330970970262	3.22720742578248	1.09389771607986	477	155	194	98	0.406708595387841	0.632258064516129	1.58274853914758e-06	1.22168151552778e-06	1.35443149705169e-06	4.65419749837523e-11	8.15103593410031e-10
EID1	5.43918657670941	3.66564395745387	-1.77354261925554	477	155	401	98	0.840670859538784	0.632258064516129	6.07167119091158e-08	1.20649178043277e-07	1.39498287555136e-05	4.73108348894932e-11	8.2693943067417e-10
LOC100131564	2.36167556770636	1.29851885206693	-1.06315671563943	477	155	384	94	0.805031446540881	0.606451612903226	9.80673402391291e-07	1.6153509097319e-06	1.1577464521239e-06	5.23740086476274e-11	9.12745468353161e-10
ZNF330	1.55221585100537	0.539010525617105	-1.01320532538827	477	155	131	14	0.274633123689727	0.0903225806451613	3.6351192400836e-06	5.56613201681114e-07	3.73510935685088e-06	5.80026004802173e-11	1.00199633249402e-09
RCSD1	1.44290322327492	2.51525242889542	1.0723492056205	477	155	128	75	0.268343815513627	0.483870967741935	9.91124145146306e-07	1.05968400470281e-06	2.00648664368381e-06	5.92725306494474e-11	1.02194811331191e-09
ZWINT	1.81717922323835	0.736374881038354	-1.08080434219999	477	155	145	17	0.30398322851153	0.109677419354839	2.50599243763182e-06	4.82062707209164e-07	4.47579653743305e-06	6.0115496398179e-11	1.03547777516863e-09
IP6K2	3.93825117760817	2.36636851967212	-1.57188265793605	477	155	313	66	0.656184486373166	0.425806451612903	5.99803169752894e-07	4.99888788776847e-07	4.47752880469215e-06	6.22804790226456e-11	1.07069419255952e-09
TUBB	3.35563416878393	2.1138453395219	-1.24178882926203	477	155	294	60	0.616352201257862	0.387096774193548	9.46868254286343e-07	7.02463600204742e-07	3.2612612960569e-06	6.3692241787886e-11	1.09285066604388e-09
DECR1	3.29018460738374	1.56713494899804	-1.7230496583857	477	155	253	48	0.530398322851153	0.309677419354839	2.76615484936501e-06	2.00373630261221e-06	1.16320130758148e-06	6.47594597187312e-11	1.10902134485565e-09
SYPL1	3.78858764694587	2.08103661726448	-1.70755102968139	477	155	306	65	0.641509433962264	0.419354838709677	1.6993108810596e-06	1.460767712955e-06	1.60933178363274e-06	6.52980488872715e-11	1.11716854381149e-09
NOLC1	2.24218668173129	1.15095693227006	-1.09122974946123	477	155	193	29	0.40461215932914	0.187096774193548	1.35473209240735e-06	4.08576938780451e-07	5.86072224740192e-06	6.64676610951997e-11	1.13499437428268e-09
HNRNPR	3.59581732657337	2.22499232880683	-1.37082499776654	477	155	297	61	0.622641509433962	0.393548387096774	9.25656726548965e-07	6.8383700050424e-07	3.64861081850475e-06	6.91547188120271e-11	1.17748494406379e-09
NPIPB5	3.15481993302995	2.11618390851073	-1.03863602451922	477	155	346	76	0.725366876310273	0.490322580645161	1.16410272904518e-07	1.48705034759234e-07	1.68497179691935e-05	6.94374344871138e-11	1.18116730664396e-09
SAMSN1	1.35897252641035	2.70048659189992	1.34151406548957	477	155	113	67	0.236897274633124	0.432258064516129	4.66308445770048e-06	5.59879136619973e-06	4.67655775758137e-07	7.24446125907941e-11	1.22762195749662e-09
VMP1	2.64623515238452	4.13157779059152	1.485342638207	477	155	219	102	0.459119496855346	0.658064516129032	2.53513843815568e-05	1.91899213276804e-05	1.4247490620561e-07	7.55296378955928e-11	1.27746417053478e-09
NMD3	1.88221560555633	0.877156242847487	-1.00505936270885	477	155	158	20	0.331236897274633	0.129032258064516	1.94101656264419e-06	3.87149553811222e-07	7.97153729806598e-06	8.48824866817865e-11	1.42480744405613e-09
SF3B6	5.81707228525636	4.04588213700792	-1.77119014824843	477	155	410	101	0.859538784067086	0.651612903225806	2.16260490097259e-08	6.48809546693948e-08	4.79894012198908e-05	8.56091353289363e-11	1.43564904679922e-09
DARS	4.78619537803561	3.23168985071051	-1.5545055273251	477	155	356	80	0.746331236897275	0.516129032258065	1.27067741881669e-07	1.58242213957247e-07	2.32962043014724e-05	1.00737063708118e-10	1.6794603644702e-09
LARS	3.68462584397599	2.14953474232808	-1.53509110164791	477	155	345	82	0.723270440251572	0.529032258064516	1.13879444298172e-05	1.22993058940798e-05	2.99950486311797e-07	1.00809192669312e-10	1.6794603644702e-09
SERINC3	2.07389885660182	0.912627397891857	-1.16127145870996	477	155	175	25	0.366876310272537	0.161290322580645	2.84614750017704e-06	8.97029687003264e-07	4.13376754615707e-06	1.01307472934274e-10	1.68618130981241e-09
NCOA7	1.82620987518642	0.719898184958394	-1.10631169022802	477	155	203	34	0.425576519916143	0.219354838709677	6.42803039896564e-06	2.62967021605283e-06	1.52041622130678e-06	1.08931489034369e-10	1.80968798978966e-09
SNRPB	5.68475023108343	3.73946469600476	-1.94528553507867	477	155	420	113	0.880503144654088	0.729032258064516	1.18532090186427e-05	2.0067850931188e-05	2.23154581361118e-07	1.21502485513305e-10	2.0054114972001e-09
CD33	1.8258256553485	0.593425699272068	-1.23239995607643	477	155	145	18	0.30398322851153	0.116129032258065	5.66086912709647e-06	1.50616428957956e-06	3.01224573891922e-06	1.23036145519874e-10	2.02696063277227e-09
HIST1H2BK	1.32900487065064	2.35244092196111	1.02343605131047	477	155	143	79	0.29979035639413	0.509677419354839	3.18194835013027e-06	3.01558102967516e-06	1.79844832137821e-06	1.46107147860692e-10	2.37838888312423e-09
SNX5	2.17523987572138	1.02650330881616	-1.14873656690522	477	155	189	29	0.39622641509434	0.187096774193548	3.14284194074424e-06	1.02145815568414e-06	5.34575962645826e-06	1.47069487663135e-10	2.39166695277277e-09
CALCOCO2	2.10055333311264	3.68490323020617	1.58434989709353	477	155	232	104	0.486373165618449	0.670967741935484	9.28598966149553e-05	6.46248491809875e-05	9.48460856905686e-08	1.64378145914426e-10	2.65152987456881e-09
QTRT1	2.67473343385535	1.27309687764758	-1.40163655620777	477	155	246	47	0.515723270440252	0.303225806451613	6.29395294987471e-06	4.83130491260588e-06	1.32334214197178e-06	1.71189900046317e-10	2.75142103365581e-09
HNRNPDL	5.42081504194115	3.51619302771331	-1.90462201422784	477	155	401	106	0.840670859538784	0.683870967741935	3.44892262660715e-05	4.24938401132039e-05	1.50774003524609e-07	1.71537781218984e-10	2.75452176960131e-09
TUFM	3.47200155864549	1.94907221296074	-1.52292934568475	477	155	265	52	0.555555555555556	0.335483870967742	3.03914469413683e-06	2.11000343257213e-06	3.13146014842751e-06	1.76700366135436e-10	2.83230451616186e-09
CEP57	2.24862905694118	1.06025423411725	-1.18837482282393	477	155	206	34	0.431865828092243	0.219354838709677	3.47064776133562e-06	1.6090775218682e-06	4.11162000352391e-06	1.76919783891281e-10	2.83326673734362e-09
NARS	2.37860867334041	1.2920982410608	-1.08651043227961	477	155	212	35	0.444444444444444	0.225806451612903	2.01631518178239e-06	1.10712624672579e-06	6.06494004999634e-06	1.79460744618472e-10	2.86878974490823e-09
HSPA14	1.51295747731452	0.498754024509495	-1.01420345280502	477	155	132	15	0.276729559748428	0.0967741935483871	6.87286798425003e-06	1.19589327540214e-06	5.7094649912939e-06	1.82373513407018e-10	2.90490284437558e-09
THUMPD1	2.78381051050523	1.72460179784807	-1.05920871265716	477	155	259	48	0.542976939203354	0.309677419354839	7.18526607257161e-07	4.84706333956184e-07	1.51520318127527e-05	1.95630464407276e-10	3.09664036981633e-09
